rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
1039|122.68637596064066|543|Nerd Ape Dao #543|Yellow|Black|Pink fur|Faded|Black top hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/543
1040|122.65695505271685|108|Nerd Ape Dao #108|Beige|Water|Adventure|Demon|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/108
1041|122.61573161831782|1328|Nerd Ape Dao #1328|Red|Black|Overalls|Shy|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1328
1042|122.59570582974838|183|Nerd Ape Dao #183|Green mint|Black|Fastfood|Oneeye|Adventure hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/183
1043|122.58461919660797|891|Nerd Ape Dao #891|Beige|Gray|Black tee|Red Cat|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/891
1044|122.49525100633907|298|Nerd Ape Dao #298|Beige|Dark brown|Hawaii|Faded|Propeller cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/298
1045|122.49288801729705|596|Nerd Ape Dao #596|Yellow|Zombie|Adventure|Hearteye|Newsboy cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/596
1046|122.48215215473203|1034|Nerd Ape Dao #1034|Pink|Light brown|Pirate|Cyberpunk|Green beret|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1034
1047|122.47928691278125|564|Nerd Ape Dao #564|Red|Dark brown|Purple hoodie|Shy|Newsboy cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/564
1048|122.33765714474706|1052|Nerd Ape Dao #1052|Pink|White|Black vest|Fasion|Black top hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1052
1049|122.33141308244777|1315|Nerd Ape Dao #1315|Light purple|Dark brown|Overalls|Oneeye|Green beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1315
1050|122.3258938663088|676|Nerd Ape Dao #676|Red|Tiger|Black tee|Black Nerd|Black beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/676
1051|122.31916399992282|682|Nerd Ape Dao #682|Yellow|Pink|Adventure|Close|Pink beanie|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/682
1052|122.31217147432814|403|Nerd Ape Dao #403|Beige|Cream|Pink fur|Black Nerd|Staw hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/403
1053|122.19833377254123|20|Nerd Ape Dao #20|Beige|Robot|Pink fur|Oneeye|Green beret|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/20
1054|122.17411364968038|59|Nerd Ape Dao #59|Green mint|Pink|Hawaii|Gold|Adventure hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/59
1055|122.15700535143307|737|Nerd Ape Dao #737|Green mint|Robot|Green jacket|Round Glasses|Green beret|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/737
1056|122.10609490692512|101|Nerd Ape Dao #101|Green mint|Dark brown|Goldchain|Fasion|Rose headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/101
1057|122.01346385202271|1000|Nerd Ape Dao #1000|Pink|Black|Silverchain|Eyepatch|Pink bucket|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1000
1058|121.98862991914952|1181|Nerd Ape Dao #1181|Blue|Tiger|Hawaii|Eyepatch|Fastfood|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1181
1059|121.98550672577056|323|Nerd Ape Dao #323|Blue|Pink|Black sleeveless|Square|Pink beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/323
1060|121.97077100279928|394|Nerd Ape Dao #394|Green mint|Light brown|White fur|Oval|Black top hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/394
1061|121.96987966610607|328|Nerd Ape Dao #328|Red|White|Purple hoodie|Faded|Fastfood|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/328
1062|121.93968562267673|381|Nerd Ape Dao #381|Yellow|White|Tuxedo|Oval|Fastfood|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/381
1063|121.86205335604572|957|Nerd Ape Dao #957|Green mint|Cream|Black leather|Black Nerd|Fastfood|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/957
1064|121.83194921646688|1342|Nerd Ape Dao #1342|Beige|Black|Black sleeveless|Oneeye|Biker helmet|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1342
1065|121.72984063535571|22|Nerd Ape Dao #22|Green mint|Pink|Black hoodie|Sleepy|White bucket hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/22
1066|121.71259732072815|1306|Nerd Ape Dao #1306|Blue|Dark brown|Rasta hawaii|Sleepy|Pink beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1306
1067|121.69431053123003|333|Nerd Ape Dao #333|Yellow|Dark brown|Hawaii|Shy|Propeller cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/333
1068|121.65485546458125|883|Nerd Ape Dao #883|Light purple|Pink|Rasta hawaii|Fasion|Black beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/883
1069|121.6532632055146|819|Nerd Ape Dao #819|Pink|Cream|Hawaii|Black Nerd|Pirate hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/819
1070|121.63037918518746|793|Nerd Ape Dao #793|Light purple|Dark brown|Tuxedo|ETH|Newsboy cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/793
1071|121.6053305463494|896|Nerd Ape Dao #896|Beige|Robot|Silverchain|Dizzy|Black beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/896
1071|121.6053305463494|1231|Nerd Ape Dao #1231|Beige|Robot|Silverchain|White Round|Black beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1231
1073|121.60322144252716|147|Nerd Ape Dao #147|Green mint|White|Black leather|Cyberpunk|White bucket hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/147
1074|121.58232392239137|947|Nerd Ape Dao #947|Yellow|Pink|Black tee|Close|Black beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/947
1075|121.5773894680903|526|Nerd Ape Dao #526|Pink|Water|Tuxedo|Oneeye|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/526
1076|121.52983499489304|1243|Nerd Ape Dao #1243|Green mint|Cream|Black hoodie|Black Nerd|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1243
1077|121.45783885223236|425|Nerd Ape Dao #425|Beige|Cream|Black leather|Black Nerd|Pink bucket|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/425
1078|121.41828303711455|722|Nerd Ape Dao #722|Pink|Black|Purple hoodie|Heart|Newsboy cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/722
1079|121.4029070664997|917|Nerd Ape Dao #917|Red|Black|Silverchain|Oneeye|Blue headscarf|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/917
1080|121.32101783001272|945|Nerd Ape Dao #945|Light purple|Red|Black leather|Sleepy|Pink beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/945
1081|121.2173648489404|625|Nerd Ape Dao #625|Pink|White|None|Red|Blue cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/625
1082|121.21446776226267|1049|Nerd Ape Dao #1049|Light purple|Light brown|White singlet|Oval|Cowboy hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1049
1083|121.18973463417043|1032|Nerd Ape Dao #1032|Yellow|Light brown|White fur|Oneeye|Black beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1032
1084|121.1776102950578|354|Nerd Ape Dao #354|Pink|Light brown|Overalls|Black Nerd|Staw hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/354
1085|121.1607365792918|550|Nerd Ape Dao #550|Beige|Light brown|Pink fur|Fasion|Adventure hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/550
1086|121.13477712723349|569|Nerd Ape Dao #569|Beige|Cream|Black tee|White Round|Propeller cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/569
1087|121.12891832075863|1040|Nerd Ape Dao #1040|Beige|Red|White singlet|Eyepatch|Gold hair|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1040
1088|120.93385744589813|703|Nerd Ape Dao #703|Pink|White|Rasta hawaii|Fasion|Fastfood|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/703
1089|120.91846053687821|393|Nerd Ape Dao #393|Pink|Tiger|Black sleeveless|3D|Green beret|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/393
1090|120.81780102668301|535|Nerd Ape Dao #535|Beige|Cream|Black hoodie|Shy|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/535
1091|120.78305571903061|836|Nerd Ape Dao #836|Beige|Water|Adventure|Hearteye|Blue cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/836
1092|120.77591265509739|1001|Nerd Ape Dao #1001|Light purple|Red|Tuxedo|3D|Black beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1001
1093|120.70263124609393|754|Nerd Ape Dao #754|Red|Pink|Dark blue suit|White Round|Green beret|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/754
1094|120.70067027365863|953|Nerd Ape Dao #953|Yellow|Light brown|Green jacket|Sleepy|Rasta hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/953
1095|120.63812541794888|507|Nerd Ape Dao #507|Red|White|Black hoodie|Red Cat|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/507
1096|120.6348352610936|773|Nerd Ape Dao #773|Beige|Black|Black hoodie|Faded|Newsboy cap|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/773
1097|120.50214710582883|414|Nerd Ape Dao #414|Yellow|Zombie|Tuxedo|Heart|Newsboy cap|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/414
1098|120.49972837885821|168|Nerd Ape Dao #168|Light purple|Cream|Black sleeveless|Square|Biker helmet|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/168
1099|120.42753094076873|714|Nerd Ape Dao #714|Green mint|Robot|Purple hoodie|Black Nerd|Blue cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/714
1100|120.41290499211183|594|Nerd Ape Dao #594|Red|Cream|White singlet|Glasses|Gold hair|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/594
1101|120.40901149975811|582|Nerd Ape Dao #582|Pink|Dark brown|Pink hoodie|Square|Adventure hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/582
1102|120.395228185705|445|Nerd Ape Dao #445|Blue|Light brown|Hawaii|3D|Blue headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/445
1103|120.38870394829945|221|Nerd Ape Dao #221|Yellow|Tiger|None|Demon|Pink beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/221
1104|120.37323009129906|541|Nerd Ape Dao #541|Yellow|Dark brown|Blue vest|Sleepy|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/541
1105|120.30696050650405|41|Nerd Ape Dao #41|Pink|Robot|Green jacket|Dizzy|Green beret|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/41
1106|120.28710058612214|809|Nerd Ape Dao #809|Light purple|Light brown|Red tee|Demon|Newsboy cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/809
1107|120.25431788203|766|Nerd Ape Dao #766|Beige|Pink|Red tee|Red Cat|Newsboy cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/766
1108|120.21972701272882|487|Nerd Ape Dao #487|Beige|White|Silverchain|Angry|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/487
1109|120.21888780556694|213|Nerd Ape Dao #213|Beige|Black|Adventure|Gold|Rose headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/213
1110|120.20379262078279|622|Nerd Ape Dao #622|Blue|Gold|Red tee|Shy|Adventure hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/622
1111|120.19519132325316|111|Nerd Ape Dao #111|Green mint|Dark brown|Adventure|Gold|Cowboy hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/111
1112|120.17445613573412|1122|Nerd Ape Dao #1122|Green mint|Lav|Adventure|Cyberpunk|Green beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1122
1113|120.12985747491618|180|Nerd Ape Dao #180|Pink|Robot|Green jacket|Square|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/180
1114|120.07824504031073|110|Nerd Ape Dao #110|Pink|Dark brown|Pink hoodie|Sleepy|White bucket hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/110
1115|120.0281686534438|1010|Nerd Ape Dao #1010|Red|Cream|Tuxedo|Faded|Pink beanie|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1010
1116|120.02570561407272|193|Nerd Ape Dao #193|Beige|Red|Adventure|3D|Propeller cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/193
1117|120.01211283652876|610|Nerd Ape Dao #610|Red|Cream|Yellow shirt|Heart|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/610
1118|119.99023349810855|336|Nerd Ape Dao #336|Red|Dark brown|Silverchain|Shy|Biker helmet|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/336
1119|119.93934841405215|447|Nerd Ape Dao #447|Red|Cream|White singlet|Oval|Pink bucket|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/447
1120|119.9392105342574|697|Nerd Ape Dao #697|Green mint|Light brown|None|Hearteye|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/697
1121|119.9263147108554|94|Nerd Ape Dao #94|Pink|Gray|None|Wide_eyes|Fastfood|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/94
1122|119.90195649018875|565|Nerd Ape Dao #565|Yellow|Black|Black tee|Eyepatch|Black beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/565
1123|119.730542816546|169|Nerd Ape Dao #169|Pink|Cream|Hawaii|3D|Pink bucket|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/169
1124|119.69573967468801|1219|Nerd Ape Dao #1219|Red|Tiger|White singlet|Heart|Green beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1219
1125|119.66511429578439|986|Nerd Ape Dao #986|Beige|Gray|Hawaii|Wide_eyes|Adventure hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/986
1126|119.58589788353879|317|Nerd Ape Dao #317|Red|White|Tuxedo|Heart|Blue headscarf|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/317
1127|119.5241314695638|405|Nerd Ape Dao #405|Beige|Robot|Silverchain|3D|Rose headscarf|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/405
1128|119.40392843853103|702|Nerd Ape Dao #702|Beige|Water|Red tee|Heart|Black beanie|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/702
1129|119.36687356381108|1057|Nerd Ape Dao #1057|Blue|Zombie|Tuxedo|Dizzy|Rose headscarf|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1057
1130|119.36448706347609|99|Nerd Ape Dao #99|Yellow|Cream|Goldchain|Sleepy|Green beret|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/99
1131|119.35073006304243|154|Nerd Ape Dao #154|Blue|Cream|White shirt ribbon|Fasion|Green beret|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/154
1132|119.27862067417685|629|Nerd Ape Dao #629|Blue|Gray|Overalls|Sleepy|Cowboy hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/629
1133|119.23354902828407|1065|Nerd Ape Dao #1065|Pink|Gold|Black leather|Cyberpunk|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1065
1134|119.20483404106119|635|Nerd Ape Dao #635|Pink|Red|None|Wide_eyes|Black top hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/635
1135|119.19684457267596|540|Nerd Ape Dao #540|Beige|Black|Green jacket|Oval|Cowboy hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/540
1136|119.18609091830216|364|Nerd Ape Dao #364|Blue|Black|White fur|Fasion|Propeller cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/364
1137|119.14185400904452|946|Nerd Ape Dao #946|Red|Gray|Black sleeveless|Square|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/946
1138|119.13655753554794|416|Nerd Ape Dao #416|Pink|Robot|White fur|Cyberpunk|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/416
1139|119.13208059330861|130|Nerd Ape Dao #130|Red|Gold|None|Oneeye|Black top hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/130
1140|119.11395444842142|128|Nerd Ape Dao #128|Blue|Black|Tuxedo|Oval|Fastfood|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/128
1141|119.04314571709408|8|Nerd Ape Dao #8|Blue|Black|Stripedtee|Heart|Adventure hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/8
1142|119.03148861143251|1089|Nerd Ape Dao #1089|Red|Gray|Black leather|Cyberpunk|Cowboy hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1089
1143|118.95783403580441|1336|Nerd Ape Dao #1336|Beige|Gold|Hawaii|Cyberpunk|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1336
1144|118.94701731201269|641|Nerd Ape Dao #641|Green mint|Gray|White singlet|3D|Rose headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/641
1145|118.92555116174721|429|Nerd Ape Dao #429|Blue|Robot|Green jacket|Faded|Cowboy hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/429
1146|118.90266142724005|264|Nerd Ape Dao #264|Yellow|Cream|Black sleeveless|Eyepatch|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/264
1147|118.88022097273317|478|Nerd Ape Dao #478|Beige|Dark brown|Black vest|Faded|Adventure hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/478
1148|118.8508911835755|691|Nerd Ape Dao #691|Green mint|Black|Blue vest|Cyberpunk|Cowboy hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/691
1149|118.82398037205186|758|Nerd Ape Dao #758|Yellow|Robot|None|Faded|Apple|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/758
1150|118.72640714504523|727|Nerd Ape Dao #727|Beige|Robot|Hawaii|Square|Fastfood|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/727
1151|118.58075818980075|145|Nerd Ape Dao #145|Green mint|Black|Green jacket|Shy|White bucket hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/145
1152|118.5097637567682|291|Nerd Ape Dao #291|Beige|Pink|Hawaii|Square|Pink beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/291
1153|118.43834316318377|1296|Nerd Ape Dao #1296|Yellow|Pink|Tuxedo|Wide_eyes|Pink beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1296
1154|118.32355161970293|966|Nerd Ape Dao #966|Green mint|Gray|None|Faded|Fastfood|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/966
1155|118.28703407995627|319|Nerd Ape Dao #319|Yellow|Cream|Dark blue suit|Heart|White bucket hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/319
1156|118.26457827131006|1288|Nerd Ape Dao #1288|Beige|White|Tuxedo|Demon|Rose headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1288
1157|118.22064798901957|227|Nerd Ape Dao #227|Blue|Pink|Overalls|Faded|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/227
1158|118.10626489141325|40|Nerd Ape Dao #40|Pink|Light brown|Silverchain|Sleepy|Pirate hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/40
1159|118.0802291305292|243|Nerd Ape Dao #243|Red|Light brown|Red singlet|Fasion|Green beret|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/243
1160|118.07180797805293|10|Nerd Ape Dao #10|Beige|Red|Red tee|Square|Blue cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/10
1161|118.03954191013963|133|Nerd Ape Dao #133|Green mint|Tiger|Silverchain|Close|Green beret|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/133
1162|118.01810058022815|100|Nerd Ape Dao #100|Blue|Light brown|Red tee|Red Cat|Staw hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/100
1163|118.00862664847594|1147|Nerd Ape Dao #1147|Blue|Gold|Adventure|Red Cat|Newsboy cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1147
1164|117.90105003181645|185|Nerd Ape Dao #185|Pink|Robot|White singlet|Demon|Blue cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/185
1165|117.8533008007195|321|Nerd Ape Dao #321|Beige|Red|Adventure|White Round|Green beret|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/321
1166|117.78269178473462|1213|Nerd Ape Dao #1213|Blue|Black|Red tee|Faded|Propeller cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1213
1167|117.76352292976887|968|Nerd Ape Dao #968|Green mint|Gray|Tuxedo|Sleepy|Black beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/968
1168|117.72952850296109|775|Nerd Ape Dao #775|Beige|White|Black tee|Red Cat|Fastfood|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/775
1169|117.66967097480293|851|Nerd Ape Dao #851|Green mint|Pink|None|Round Glasses|Gold hair|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/851
1170|117.6429301026755|468|Nerd Ape Dao #468|Blue|Light brown|Pink hoodie|Fasion|Green beret|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/468
1171|117.61978342508385|216|Nerd Ape Dao #216|Pink|Robot|Red tee|3D|Adventure hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/216
1172|117.56135539894507|616|Nerd Ape Dao #616|Light purple|Black|Black tee|Oneeye|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/616
1173|117.49354671193456|987|Nerd Ape Dao #987|Red|Red|Silverchain|Fasion|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/987
