rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
834|129.3027720804057|823|Nerd Ape Dao #823|Light purple|Light brown|Fastfood|Red Cat|Adventure hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/823
835|129.22217946981598|1218|Nerd Ape Dao #1218|Yellow|Pink|Red tee|Hearteye|Gold hair|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1218
836|129.21539699072466|179|Nerd Ape Dao #179|Blue|Water|Green jacket|3D|White bucket hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/179
837|129.2115376671576|934|Nerd Ape Dao #934|Beige|Cream|Black leather|Hearteye|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/934
838|129.14608185838486|1123|Nerd Ape Dao #1123|Yellow|Cream|Flower Hawaii|Heart|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1123
839|129.1435673956574|6|Nerd Ape Dao #6|Red|Cream|Stripedtee|Oval|Staw hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/6
840|129.13725298855977|480|Nerd Ape Dao #480|Red|Robot|Black leather|Shy|Apple|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/480
841|129.11852151002108|976|Nerd Ape Dao #976|Blue|Cream|White fur|X|White bucket hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/976
842|129.09825850871897|152|Nerd Ape Dao #152|Green mint|Zombie|Purple hoodie|3D|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/152
843|129.07949772438687|89|Nerd Ape Dao #89|Red|Dark brown|Blue vest|Shy|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/89
844|129.07300417364007|1029|Nerd Ape Dao #1029|Blue|Zombie|Black tee|Square|Green beret|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1029
845|129.0515435170223|1074|Nerd Ape Dao #1074|Light purple|Gold|Red tee|Demon|Cowboy hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1074
846|129.0125971843742|948|Nerd Ape Dao #948|Beige|Red|Black sleeveless|Shy|Propeller cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/948
847|128.98970839790653|1192|Nerd Ape Dao #1192|Blue|Robot|Purple hoodie|Demon|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1192
848|128.94570459096363|173|Nerd Ape Dao #173|Yellow|Dark brown|Pink hoodie|Shy|White bucket hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/173
849|128.8918867241042|32|Nerd Ape Dao #32|Red|Dark brown|Goldchain|Close|Black beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/32
850|128.8707012946894|440|Nerd Ape Dao #440|Green mint|Dark brown|Yellow shirt|Black Nerd|Rose headscarf|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/440
851|128.865789156209|679|Nerd Ape Dao #679|Light purple|Black|Fastfood|Black Nerd|Blue cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/679
852|128.85044861476183|247|Nerd Ape Dao #247|Red|Black|Black tee|Gold|Black top hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/247
853|128.7404728825699|490|Nerd Ape Dao #490|Yellow|White|White shirt ribbon|Dizzy|Green beret|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/490
854|128.73981262475758|348|Nerd Ape Dao #348|Beige|White|Red singlet|Heart|Apple|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/348
855|128.72453334172374|234|Nerd Ape Dao #234|Pink|Dark brown|Red singlet|White Round|Gold hair|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/234
856|128.70730502025148|1290|Nerd Ape Dao #1290|Green mint|Zombie|White singlet|Angry|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1290
857|128.7069424789622|936|Nerd Ape Dao #936|Blue|Robot|Black hoodie|Demon|Black top hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/936
858|128.63188650825876|1166|Nerd Ape Dao #1166|Red|Gold|Silverchain|Close|Propeller cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1166
859|128.5957801560937|1137|Nerd Ape Dao #1137|Pink|Light brown|Red singlet|Red Cat|Black top hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1137
860|128.58745029531627|694|Nerd Ape Dao #694|Light purple|White|Goldchain|Faded|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/694
861|128.5816091266613|1063|Nerd Ape Dao #1063|Blue|Cream|Blue vest|Heart|Cowboy hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1063
862|128.5447754541857|83|Nerd Ape Dao #83|Light purple|Zombie|Hawaii|Dizzy|Cowboy hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/83
863|128.51324650416714|84|Nerd Ape Dao #84|Blue|Light brown|Tuxedo|Demon|Blue headscarf|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/84
864|128.4969828192885|556|Nerd Ape Dao #556|Green mint|Lav|Red tee|Faded|Black beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/556
865|128.49317275644316|637|Nerd Ape Dao #637|Green mint|Light brown|Black vest|Eyepatch|Green beret|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/637
866|128.49280966044955|575|Nerd Ape Dao #575|Light purple|Light brown|White fur|Square|Propeller cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/575
867|128.36750762628787|828|Nerd Ape Dao #828|Pink|Light brown|White singlet|X|Blue headscarf|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/828
868|128.33156342898755|747|Nerd Ape Dao #747|Pink|Gold|Pink fur|White Round|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/747
869|128.28083098429127|1223|Nerd Ape Dao #1223|Green mint|Light brown|Black vest|Eyepatch|Green beret|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1223
870|128.2778002120844|253|Nerd Ape Dao #253|Blue|Dark brown|Brown coat|Round Glasses|Adventure hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/253
871|128.26664701683399|205|Nerd Ape Dao #205|Light purple|Dark brown|Black vest|Black Nerd|Cowboy hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/205
872|128.24766839148424|785|Nerd Ape Dao #785|Pink|Water|White singlet|Oneeye|Demon horns|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/785
873|128.2459471642908|665|Nerd Ape Dao #665|Yellow|Dark brown|Black sleeveless|Shy|Rasta hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/665
874|128.2328182830154|1118|Nerd Ape Dao #1118|Yellow|Gold|Silverchain|Red Cat|Apple|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1118
875|128.2149435991917|1186|Nerd Ape Dao #1186|Beige|Robot|Black tee|3D|Propeller cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1186
876|128.16347100520713|1275|Nerd Ape Dao #1275|Yellow|White|White shirt ribbon|Cyberpunk|Cowboy hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1275
877|128.10060788697695|580|Nerd Ape Dao #580|Pink|Cream|Overalls|Oneeye|Demon horns|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/580
878|128.09687578538035|217|Nerd Ape Dao #217|Blue|Dark brown|Black leather|Glasses|Cowboy hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/217
879|128.04983597027953|1280|Nerd Ape Dao #1280|Green mint|Light brown|Red tee|Wide_eyes|Rasta hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1280
880|128.04228987456966|203|Nerd Ape Dao #203|Pink|Tiger|Judo|Black Nerd|Adventure hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/203
881|128.01344147280142|320|Nerd Ape Dao #320|Light purple|Cream|None|Angry|Pirate hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/320
882|127.99960903661957|1246|Nerd Ape Dao #1246|Green mint|Gray|Adventure|Red|Black top hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1246
883|127.99364031398586|559|Nerd Ape Dao #559|Pink|Light brown|Black sleeveless|Sleepy|Red bob|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/559
884|127.97368749848879|566|Nerd Ape Dao #566|Blue|Gold|Black jacket|Dizzy|White bucket hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/566
885|127.96456156652341|614|Nerd Ape Dao #614|Red|Dark brown|White singlet|Hearteye|Pirate hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/614
886|127.92419715932891|1211|Nerd Ape Dao #1211|Green mint|White|Pink hoodie|Demon|Adventure hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1211
887|127.85187755164235|134|Nerd Ape Dao #134|Pink|Light brown|Goldchain|3D|Black beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/134
888|127.75518720482196|496|Nerd Ape Dao #496|Light purple|Robot|Overalls|Oneeye|Pink beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/496
889|127.75175511755556|731|Nerd Ape Dao #731|Red|White|Yellow shirt|White Round|Propeller cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/731
890|127.74946753497764|1145|Nerd Ape Dao #1145|Green mint|Black|Green jacket|Sleepy|Pirate hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1145
891|127.70630005233585|756|Nerd Ape Dao #756|Yellow|Gray|Black hoodie|Round Glasses|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/756
892|127.64762301718824|890|Nerd Ape Dao #890|Red|Lav|Black leather|Round Glasses|Adventure hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/890
893|127.63462750971354|271|Nerd Ape Dao #271|Beige|Dark brown|Black tee|Shy|Pirate hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/271
894|127.56750961278821|704|Nerd Ape Dao #704|Green mint|Light brown|Pink hoodie|Close|Cowboy hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/704
895|127.56410544110452|534|Nerd Ape Dao #534|Light purple|White|Black suit|Heart|Blue cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/534
896|127.56145664536811|683|Nerd Ape Dao #683|Green mint|Cream|Red singlet|Square|Staw hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/683
897|127.53047177347|627|Nerd Ape Dao #627|Beige|Gray|Purple hoodie|White Round|Black beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/627
898|127.33554034556978|398|Nerd Ape Dao #398|Yellow|Black|Yellow shirt|3D|Cowboy hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/398
899|127.25427772707692|79|Nerd Ape Dao #79|Blue|Cream|Purple hoodie|Shy|Pink bucket|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/79
900|127.22690173867863|266|Nerd Ape Dao #266|Light purple|Pink|Blue vest|3D|Green beret|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/266
901|127.21853173476626|473|Nerd Ape Dao #473|Green mint|Gray|Black tee|Dizzy|Apple|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/473
902|127.19619741325981|109|Nerd Ape Dao #109|Pink|White|Overalls|Square|Pink bucket|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/109
903|127.18544149308714|1024|Nerd Ape Dao #1024|Pink|Black|Black tee|Eyepatch|Pink bucket|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1024
904|127.10389199673858|116|Nerd Ape Dao #116|Yellow|Black|Red tee|Demon|Demon horns|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/116
905|127.09781543737179|942|Nerd Ape Dao #942|Blue|Tiger|Green jacket|Cyberpunk|White bucket hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/942
906|127.04121266492582|687|Nerd Ape Dao #687|Pink|Black|Tuxedo|Black Nerd|Biker helmet|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/687
907|127.03309277493683|518|Nerd Ape Dao #518|Beige|Robot|Black jacket|Round Glasses|Cowboy hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/518
908|126.96988487838831|662|Nerd Ape Dao #662|Pink|Light brown|Pink hoodie|Sleepy|Gold hair|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/662
909|126.90337345895801|1050|Nerd Ape Dao #1050|Light purple|Light brown|Black sleeveless|Black Nerd|Fastfood|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1050
910|126.87641903475142|1143|Nerd Ape Dao #1143|Blue|Pink|Hawaii|Angry|Pink beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1143
911|126.86388478274577|1142|Nerd Ape Dao #1142|Red|Pink|Green jacket|Hearteye|Green beret|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1142
912|126.8585204035194|651|Nerd Ape Dao #651|Pink|Black|Blue vest|White Round|Biker helmet|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/651
913|126.81463137762131|355|Nerd Ape Dao #355|Green mint|Dark brown|Black leather|Faded|Staw hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/355
914|126.7951788949648|826|Nerd Ape Dao #826|Red|Dark brown|Pirate|Black Nerd|Black beanie|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/826
915|126.78661254923307|1254|Nerd Ape Dao #1254|Light purple|Black|Red tee|Hearteye|White bucket hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1254
916|126.75280736258668|599|Nerd Ape Dao #599|Green mint|Dark brown|Purple hoodie|Square|Biker helmet|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/599
917|126.71039465098542|82|Nerd Ape Dao #82|Blue|Gold|Black jacket|Dizzy|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/82
918|126.70867519593638|1271|Nerd Ape Dao #1271|Blue|Robot|Black leather|Faded|Green beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1271
919|126.66495327739644|623|Nerd Ape Dao #623|Light purple|Water|Overalls|Cyberpunk|Black beanie|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/623
920|126.62971379820911|539|Nerd Ape Dao #539|Red|Cream|Pink fur|Close|Black beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/539
921|126.6177872271002|1313|Nerd Ape Dao #1313|Green mint|Light brown|Black tee|3D|Red bob|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1313
922|126.61274320868134|17|Nerd Ape Dao #17|Blue|Tiger|Red tee|Black Nerd|Pirate hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/17
923|126.59151509574295|1180|Nerd Ape Dao #1180|Red|Light brown|Pink hoodie|Wide_eyes|Green beret|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1180
924|126.57603200310515|477|Nerd Ape Dao #477|Yellow|Robot|Black hoodie|Round Glasses|Green beret|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/477
925|126.54924279938679|242|Nerd Ape Dao #242|Pink|Cream|Goldchain|Eyepatch|Green beret|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/242
926|126.52305509133484|1151|Nerd Ape Dao #1151|Blue|Cream|Green jacket|Hearteye|Staw hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1151
927|126.49338264620158|1047|Nerd Ape Dao #1047|Yellow|Light brown|Black hoodie|Square|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1047
928|126.48563800362912|1069|Nerd Ape Dao #1069|Yellow|Tiger|Overalls|Black Nerd|Fastfood|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1069
929|126.48231910487654|338|Nerd Ape Dao #338|Light purple|Pink|White singlet|Hearteye|Staw hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/338
930|126.47529290667669|1045|Nerd Ape Dao #1045|Beige|Zombie|Hawaii|Square|Green beret|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1045
931|126.46966568555113|1044|Nerd Ape Dao #1044|Blue|Tiger|Black tee|Faded|Green beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1044
932|126.43329976276752|400|Nerd Ape Dao #400|Beige|Black|Pink fur|Wide_eyes|Staw hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/400
933|126.39191520893151|835|Nerd Ape Dao #835|Blue|Gray|Black leather|Round Glasses|Black top hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/835
934|126.36931917428609|1036|Nerd Ape Dao #1036|Red|Cream|Dark blue suit|Red Cat|Staw hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1036
935|126.36855942151213|774|Nerd Ape Dao #774|Beige|Red|Rasta hawaii|Fasion|Gold hair|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/774
936|126.33024238413958|481|Nerd Ape Dao #481|Red|Cream|Red singlet|Dizzy|White bucket hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/481
937|126.31186424814578|1329|Nerd Ape Dao #1329|Red|Cream|Silverchain|Demon|Rasta hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1329
938|126.29006235307895|604|Nerd Ape Dao #604|Blue|Cream|Pink hoodie|Oneeye|Newsboy cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/604
939|126.28154560004698|730|Nerd Ape Dao #730|Green mint|Cream|Overalls|Round Glasses|Biker helmet|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/730
940|126.23328544772639|150|Nerd Ape Dao #150|Beige|Dark brown|Black jacket|Red Cat|Staw hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/150
941|126.15222567661712|171|Nerd Ape Dao #171|Yellow|Water|Adventure|Glasses|Gold hair|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/171
942|126.14704369209277|155|Nerd Ape Dao #155|Red|Dark brown|Dark blue suit|Sleepy|Newsboy cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/155
943|126.10988770393263|148|Nerd Ape Dao #148|Beige|Cream|Rasta hawaii|Heart|Apple|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/148
944|126.07205645115164|506|Nerd Ape Dao #506|Pink|Gold|Dark blue suit|Sleepy|Green beret|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/506
945|126.05245134619966|9|Nerd Ape Dao #9|Blue|Cream|Black tee|Black Nerd|Pirate hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/9
946|125.9436910752333|1278|Nerd Ape Dao #1278|Red|Tiger|Red tee|Square|White bucket hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1278
947|125.94353237619062|223|Nerd Ape Dao #223|Beige|Cream|Stripedtee|Square|Cowboy hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/223
948|125.92338198030797|479|Nerd Ape Dao #479|Yellow|Black|Sheriff|Cyberpunk|Cowboy hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/479
949|125.85099343159456|239|Nerd Ape Dao #239|Pink|Robot|Black tee|X|Cowboy hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/239
950|125.80937113584172|77|Nerd Ape Dao #77|Yellow|Tiger|Black jacket|Eyepatch|Newsboy cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/77
951|125.7992577553778|643|Nerd Ape Dao #643|Blue|Cream|Yellow shirt|Fasion|Newsboy cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/643
952|125.7694255170781|1053|Nerd Ape Dao #1053|Pink|Black|Black jacket|Sleepy|Apple|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1053
953|125.76542846983688|1206|Nerd Ape Dao #1206|Green mint|Red|Black tee|Black Nerd|Gold hair|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1206
954|125.7358466364189|1058|Nerd Ape Dao #1058|Blue|Red|Tuxedo|Demon|Black top hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1058
955|125.69486879465268|1233|Nerd Ape Dao #1233|Yellow|Cream|Black suit|3D|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1233
956|125.69037448530908|681|Nerd Ape Dao #681|Pink|Dark brown|Rasta hawaii|Black Nerd|Propeller cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/681
957|125.64676207735634|1160|Nerd Ape Dao #1160|Green mint|Gray|Purple hoodie|Heart|Gold hair|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1160
958|125.63228839614519|1259|Nerd Ape Dao #1259|Pink|Light brown|None|Demon|Pirate hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1259
959|125.62224193842437|330|Nerd Ape Dao #330|Yellow|Light brown|Sheriff|3D|Blue cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/330
960|125.5591364790884|382|Nerd Ape Dao #382|Blue|Pink|Black jacket|Close|Black top hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/382
961|125.491664643721|928|Nerd Ape Dao #928|Blue|Black|Pink fur|Cyberpunk|Staw hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/928
962|125.48279051585973|825|Nerd Ape Dao #825|Beige|Cream|Silverchain|Close|Fastfood|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/825
