rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
655|134.4258515618073|113|Nerd Ape Dao #113|Red|Zombie|Green jacket|ETH|Adventure hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/113
656|134.41148275354533|350|Nerd Ape Dao #350|Light purple|Pink|Black sleeveless|Round Glasses|Pink bucket|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/350
657|134.33372837705147|304|Nerd Ape Dao #304|Beige|White|Yellow shirt|Shy|Fastfood|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/304
658|134.30975465787688|833|Nerd Ape Dao #833|Blue|Red|Brown vest|Wide_eyes|Green beret|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/833
659|134.29290163757204|954|Nerd Ape Dao #954|Light purple|Cream|Brown vest|Oval|Black beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/954
660|134.2600659123968|536|Nerd Ape Dao #536|Beige|Water|Stripedtee|Faded|White bucket hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/536
661|134.22618881112203|621|Nerd Ape Dao #621|Beige|Black|Purple hoodie|Gold|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/621
662|134.07086404535931|482|Nerd Ape Dao #482|Yellow|Red|Pink hoodie|Black Nerd|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/482
663|134.02948413830066|395|Nerd Ape Dao #395|Beige|Robot|Green jacket|3D|Pirate hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/395
664|133.9370561045805|294|Nerd Ape Dao #294|Light purple|White|Black jacket|Glasses|Pink bucket|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/294
665|133.88138897742874|710|Nerd Ape Dao #710|Red|Gray|Brown vest|Shy|Adventure hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/710
666|133.8501260951977|806|Nerd Ape Dao #806|Pink|Black|Fastfood|Red Cat|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/806
667|133.7939317763188|65|Nerd Ape Dao #65|Green mint|Red|Yellow shirt|Oval|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/65
668|133.76634168238866|1054|Nerd Ape Dao #1054|Blue|Black|Pink fur|Demon|Propeller cap|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1054
669|133.76069465298315|848|Nerd Ape Dao #848|Blue|Robot|Black vest|Dizzy|Green beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/848
670|133.75040475919235|951|Nerd Ape Dao #951|Yellow|Gray|Rasta hawaii|Wide_eyes|Staw hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/951
671|133.71728122904725|199|Nerd Ape Dao #199|Beige|Dark brown|Pink fur|3D|Blue headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/199
672|133.5384065404571|1337|Nerd Ape Dao #1337|Light purple|Pink|Overalls|Gold|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1337
673|133.49143594331278|249|Nerd Ape Dao #249|Beige|Red|Tuxedo|Eyepatch|Red bob|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/249
674|133.48653181164906|174|Nerd Ape Dao #174|Pink|Water|Black jacket|Oval|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/174
675|133.43778253255866|112|Nerd Ape Dao #112|Pink|Dark brown|Hawaii|Angry|Rasta hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/112
676|133.41490491394214|459|Nerd Ape Dao #459|Light purple|Light brown|Stripedtee|Eyepatch|Staw hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/459
677|133.38631640517497|1183|Nerd Ape Dao #1183|Red|Lav|Black tee|Wide_eyes|Rose headscarf|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1183
678|133.38167638246546|1127|Nerd Ape Dao #1127|Green mint|Robot|Black suit|Close|Cowboy hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1127
679|133.37276533572015|275|Nerd Ape Dao #275|Light purple|Cream|Red singlet|Oneeye|Black top hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/275
680|133.36616687456853|1217|Nerd Ape Dao #1217|Pink|Gold|White fur|Glasses|Black beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1217
681|133.33443952550192|1136|Nerd Ape Dao #1136|Light purple|Gold|None|Fasion|Red bob|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1136
682|133.25700700941363|225|Nerd Ape Dao #225|Blue|Gold|Black leather|Oneeye|White bucket hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/225
683|133.24913268145963|156|Nerd Ape Dao #156|Blue|Light brown|Brown vest|Heart|Propeller cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/156
684|133.2298911430359|768|Nerd Ape Dao #768|Beige|White|Black tee|Round Glasses|Demon horns|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/768
685|133.21385924017503|1314|Nerd Ape Dao #1314|Yellow|Cream|Black sleeveless|Gold|Black beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1314
686|133.2053335639326|51|Nerd Ape Dao #51|Blue|Lav|Goldchain|Faded|Blue cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/51
687|133.18936932088957|576|Nerd Ape Dao #576|Yellow|Dark brown|Brown coat|Red Cat|Gold hair|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/576
688|133.14683671580337|1247|Nerd Ape Dao #1247|Beige|Gold|Black leather|Shy|Gold hair|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1247
689|133.1134560767025|865|Nerd Ape Dao #865|Light purple|White|Overalls|Close|Pirate hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/865
690|133.10775196222454|914|Nerd Ape Dao #914|Yellow|Robot|Sheriff|3D|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/914
691|133.098593377312|62|Nerd Ape Dao #62|Pink|Zombie|Silverchain|Round Glasses|Blue headscarf|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/62
692|133.07231197745546|1283|Nerd Ape Dao #1283|Blue|Zombie|Red tee|Eyepatch|Rasta hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1283
693|133.0707227715276|24|Nerd Ape Dao #24|Pink|Gray|Dark blue suit|Wide_eyes|Blue cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/24
694|133.06336807332406|1025|Nerd Ape Dao #1025|Red|Dark brown|Black suit|Dizzy|White bucket hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1025
695|133.02742886107708|238|Nerd Ape Dao #238|Light purple|Pink|Rasta hawaii|White Round|Fastfood|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/238
696|132.96229076569443|12|Nerd Ape Dao #12|Beige|Red|Stripedtee|Fasion|Fastfood|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/12
697|132.94779674971363|123|Nerd Ape Dao #123|Blue|Black|Hawaii|Oval|Red bob|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/123
698|132.90431395812575|1250|Nerd Ape Dao #1250|Red|Pink|Blue vest|Close|Cowboy hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1250
699|132.85442123280043|1193|Nerd Ape Dao #1193|Light purple|Cream|Sheriff|Shy|Cowboy hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1193
700|132.8227542899041|1141|Nerd Ape Dao #1141|Blue|Pink|White shirt ribbon|Cyberpunk|Fastfood|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1141
701|132.81540690680356|274|Nerd Ape Dao #274|Yellow|Robot|Brown vest|White Round|Pink beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/274
702|132.76408825993286|126|Nerd Ape Dao #126|Green mint|Black|Goldchain|Cyberpunk|Green beanie|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/126
703|132.73959246256982|497|Nerd Ape Dao #497|Blue|Cream|Dark blue suit|Oneeye|Propeller cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/497
704|132.72632008391767|764|Nerd Ape Dao #764|Yellow|Tiger|Overalls|Square|Demon horns|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/764
705|132.72079000540637|1308|Nerd Ape Dao #1308|Light purple|White|Dark blue suit|Oneeye|Rasta hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1308
706|132.694316464339|1039|Nerd Ape Dao #1039|Red|Tiger|Black leather|X|White bucket hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1039
707|132.67761090593964|544|Nerd Ape Dao #544|Green mint|Dark brown|White shirt ribbon|Eyepatch|Gold hair|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/544
708|132.65153189964394|1006|Nerd Ape Dao #1006|Red|Gold|Black tee|Hearteye|Biker helmet|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1006
709|132.64142001877536|735|Nerd Ape Dao #735|Light purple|Zombie|Black jacket|White Round|Black beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/735
710|132.6319542180646|693|Nerd Ape Dao #693|Yellow|Light brown|Black vest|ETH|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/693
711|132.62010103231307|1116|Nerd Ape Dao #1116|Red|Dark brown|Black sleeveless|Hearteye|Rasta hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1116
712|132.58358174373012|1229|Nerd Ape Dao #1229|Yellow|Pink|Judo|Oval|Adventure hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1229
713|132.5247941236827|640|Nerd Ape Dao #640|Yellow|Gray|Black jacket|Dizzy|Green beret|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/640
714|132.51037780837453|1022|Nerd Ape Dao #1022|Pink|Tiger|Pirate|Close|White bucket hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1022
715|132.47598094946994|314|Nerd Ape Dao #314|Pink|Dark brown|Fastfood|Eyepatch|Cowboy hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/314
716|132.39089833362192|578|Nerd Ape Dao #578|Blue|Cream|Black leather|Demon|Gold hair|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/578
717|132.3636633561877|845|Nerd Ape Dao #845|Blue|Tiger|Stripedtee|Sleepy|Pink bucket|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/845
718|132.34923205524365|875|Nerd Ape Dao #875|Light purple|Light brown|Pink fur|Round Glasses|White bucket hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/875
719|132.34103326031746|701|Nerd Ape Dao #701|Green mint|Gold|Pirate|Faded|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/701
720|132.3264405727379|741|Nerd Ape Dao #741|Light purple|Gold|Overalls|Dizzy|Black top hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/741
721|132.3032212188589|1139|Nerd Ape Dao #1139|Pink|Zombie|Black hoodie|Fasion|White bucket hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1139
722|132.29025887916322|360|Nerd Ape Dao #360|Light purple|White|White singlet|X|Apple|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/360
723|132.24700400917678|1310|Nerd Ape Dao #1310|Red|Gray|Black suit|Oneeye|Green beret|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1310
724|132.12910096713705|778|Nerd Ape Dao #778|Blue|White|Purple hoodie|Glasses|White bucket hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/778
725|132.07091503475277|75|Nerd Ape Dao #75|Beige|Zombie|Black sleeveless|Demon|Adventure hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/75
726|132.04908769946158|1338|Nerd Ape Dao #1338|Blue|Pink|Dark blue suit|3D|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1338
727|132.03585593608315|1172|Nerd Ape Dao #1172|Beige|Lav|Hawaii|Round Glasses|Green beanie|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1172
728|131.99388078555614|803|Nerd Ape Dao #803|Beige|Zombie|Black vest|Fasion|Fastfood|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/803
729|131.934993202191|1155|Nerd Ape Dao #1155|Light purple|Black|White shirt ribbon|Sleepy|Biker helmet|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1155
730|131.90060909768545|624|Nerd Ape Dao #624|Yellow|Black|White shirt ribbon|Heart|Rose headscarf|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/624
731|131.87792517914292|56|Nerd Ape Dao #56|Red|Robot|Black vest|Oneeye|Cowboy hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/56
732|131.81858430339878|178|Nerd Ape Dao #178|Pink|Water|Black sleeveless|Wide_eyes|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/178
733|131.77576168655025|470|Nerd Ape Dao #470|Light purple|Water|Black vest|Fasion|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/470
734|131.75804740866963|1152|Nerd Ape Dao #1152|Green mint|White|Stripedtee|Sleepy|Fastfood|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1152
735|131.7312722533603|1237|Nerd Ape Dao #1237|Yellow|Pink|Overalls|Red Cat|Blue cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1237
736|131.72363556934465|1266|Nerd Ape Dao #1266|Beige|White|Red tee|Red|Pink bucket|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1266
737|131.71681097460592|1210|Nerd Ape Dao #1210|Pink|Robot|Pink fur|Angry|Adventure hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1210
738|131.70785160312073|433|Nerd Ape Dao #433|Pink|Light brown|Overalls|Hearteye|Pink beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/433
739|131.69747596772214|1262|Nerd Ape Dao #1262|Yellow|Cream|Blue vest|Hearteye|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1262
740|131.6880869059631|923|Nerd Ape Dao #923|Yellow|Cream|White shirt ribbon|Close|Fastfood|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/923
741|131.63790866318774|862|Nerd Ape Dao #862|Beige|White|Pink hoodie|White Round|Propeller cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/862
742|131.63723289338097|958|Nerd Ape Dao #958|Beige|Lav|Green jacket|Fasion|Pink beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/958
743|131.61024354367|572|Nerd Ape Dao #572|Blue|Light brown|Sheriff|Dizzy|Fastfood|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/572
744|131.60398925684999|674|Nerd Ape Dao #674|Green mint|Tiger|White fur|X|Green beret|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/674
745|131.60104908995183|80|Nerd Ape Dao #80|Beige|Tiger|Sheriff|Heart|Green beret|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/80
746|131.58795215157966|898|Nerd Ape Dao #898|Green mint|Dark brown|Tuxedo|Red|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/898
747|131.58668107473082|718|Nerd Ape Dao #718|Red|Dark brown|Sheriff|Cyberpunk|Gold hair|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/718
748|131.5704320085827|552|Nerd Ape Dao #552|Yellow|White|Black hoodie|Faded|Blue headscarf|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/552
749|131.55823709546402|984|Nerd Ape Dao #984|Beige|Black|Brown coat|Shy|White bucket hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/984
750|131.53460257351512|899|Nerd Ape Dao #899|Light purple|Pink|Rasta hawaii|Wide_eyes|Propeller cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/899
751|131.51962531870709|967|Nerd Ape Dao #967|Light purple|White|Dark blue suit|Dizzy|Rasta hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/967
752|131.50940703794723|233|Nerd Ape Dao #233|Yellow|Tiger|Tuxedo|Red|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/233
753|131.43230479350655|887|Nerd Ape Dao #887|Blue|Red|Goldchain|Cyberpunk|Pink beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/887
754|131.4129101748193|211|Nerd Ape Dao #211|Red|White|Brown coat|Cyberpunk|Fastfood|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/211
755|131.32913743272843|840|Nerd Ape Dao #840|Yellow|Pink|Judo|White Round|Newsboy cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/840
756|131.3255461627862|814|Nerd Ape Dao #814|Light purple|Pink|Dark blue suit|Black Nerd|Green beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/814
757|131.28074742381912|1095|Nerd Ape Dao #1095|Green mint|Tiger|Rasta hawaii|Oval|Black beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1095
758|131.27371043932072|647|Nerd Ape Dao #647|Red|White|Tech jacket|Black Nerd|Adventure hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/647
759|131.1993381084949|246|Nerd Ape Dao #246|Beige|Gray|Red singlet|Cyberpunk|Newsboy cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/246
760|131.1993168827259|1188|Nerd Ape Dao #1188|Red|White|Judo|Fasion|Green beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1188
761|131.1918614787295|309|Nerd Ape Dao #309|Blue|Gold|Goldchain|Wide_eyes|Adventure hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/309
762|131.17555871209274|139|Nerd Ape Dao #139|Pink|Water|White singlet|Faded|Pirate hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/139
763|131.12294667773793|910|Nerd Ape Dao #910|Green mint|Pink|Red singlet|Wide_eyes|Cowboy hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/910
764|131.12199766125156|1268|Nerd Ape Dao #1268|Light purple|Cream|Tech jacket|Cyberpunk|Pink beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1268
765|131.1165016112726|18|Nerd Ape Dao #18|Blue|Cream|Yellow shirt|Glasses|White bucket hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/18
766|131.08488981509333|1350|Nerd Ape Dao #1350|Blue|Red|White fur|Oneeye|Apple|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1350
767|131.0735546040811|1060|Nerd Ape Dao #1060|Red|Dark brown|Brown coat|Close|Blue cap|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1060
768|131.04379572692758|1017|Nerd Ape Dao #1017|Light purple|Robot|Black hoodie|Demon|Black beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1017
769|131.01476945188037|136|Nerd Ape Dao #136|Light purple|Dark brown|Green jacket|Glasses|Propeller cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/136
770|131.00775139076146|189|Nerd Ape Dao #189|Beige|Robot|Blue vest|3D|Adventure hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/189
771|130.96303581475993|686|Nerd Ape Dao #686|Pink|Gray|Red singlet|Fasion|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/686
772|130.93783792252077|562|Nerd Ape Dao #562|Light purple|White|Red singlet|Red Cat|White bucket hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/562
773|130.85968389114177|916|Nerd Ape Dao #916|Yellow|Pink|Green jacket|3D|Biker helmet|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/916
774|130.8396402841318|353|Nerd Ape Dao #353|Blue|Pink|Black jacket|3D|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/353
775|130.81580834333502|705|Nerd Ape Dao #705|Red|White|Black hoodie|Faded|Rasta hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/705
776|130.80418759835032|413|Nerd Ape Dao #413|Yellow|Light brown|Black jacket|Shy|Apple|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/413
777|130.79296659565102|1357|Nerd Ape Dao #1357|Blue|Pink|Stripedtee|White Round|Black top hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1357
778|130.79009195153475|922|Nerd Ape Dao #922|Pink|Dark brown|Black vest|Fasion|Rasta hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/922
779|130.76527046297414|924|Nerd Ape Dao #924|Light purple|Red|White singlet|Hearteye|Rose headscarf|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/924
780|130.74803406342068|823|Nerd Ape Dao #823|Light purple|Light brown|Fastfood|Red Cat|Adventure hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/823
781|130.7196610517011|611|Nerd Ape Dao #611|Light purple|Light brown|Red singlet|Square|Fastfood|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/611
782|130.70757656938096|926|Nerd Ape Dao #926|Yellow|Gray|Black hoodie|Red Cat|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/926
783|130.70316735345142|214|Nerd Ape Dao #214|Light purple|Robot|Black hoodie|Cyberpunk|Apple|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/214
784|130.61475337330762|724|Nerd Ape Dao #724|Blue|Dark brown|Sheriff|Fasion|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/724
785|130.60288335161752|963|Nerd Ape Dao #963|Beige|Gray|Black hoodie|Black Nerd|Green beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/963
786|130.60146010808126|568|Nerd Ape Dao #568|Beige|Light brown|Judo|Oval|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/568
787|130.5603166670478|663|Nerd Ape Dao #663|Blue|Gray|Black jacket|Close|Black top hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/663
788|130.51782932732004|706|Nerd Ape Dao #706|Yellow|Dark brown|Fastfood|Fasion|Blue cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/706
789|130.46923773394496|499|Nerd Ape Dao #499|Beige|Red|Red tee|Round Glasses|Blue headscarf|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/499
