rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
1226|115.17690308875603|1149|Nerd Ape Dao #1149|Beige|Robot|White singlet|White Round|Green beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1149
1227|115.07114047022223|191|Nerd Ape Dao #191|Light purple|White|Tuxedo|Dizzy|Gold hair|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/191
1228|115.05319806705133|106|Nerd Ape Dao #106|Red|Dark brown|Red tee|Red Cat|Rose headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/106
1229|115.05203802348082|1124|Nerd Ape Dao #1124|Pink|Dark brown|Black leather|Square|Adventure hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1124
1230|115.01124913865158|538|Nerd Ape Dao #538|Red|Pink|White singlet|Dizzy|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/538
1231|114.80280065615378|371|Nerd Ape Dao #371|Pink|Black|Hawaii|Red Cat|Black beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/371
1232|114.76204775239968|135|Nerd Ape Dao #135|Beige|White|Hawaii|Shy|Rose headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/135
1233|114.7253706772508|118|Nerd Ape Dao #118|Pink|Black|Silverchain|Black Nerd|Black top hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/118
1234|114.70206546471779|660|Nerd Ape Dao #660|Green mint|Dark brown|Red tee|Round Glasses|Green beanie|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/660
1235|114.68598621818009|288|Nerd Ape Dao #288|Light purple|White|Black tee|Sleepy|Rose headscarf|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/288
1236|114.66877488713732|743|Nerd Ape Dao #743|Pink|Dark brown|Black tee|3D|Staw hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/743
1237|114.5411660728266|23|Nerd Ape Dao #23|Yellow|Black|None|Heart|Pink beanie|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/23
1238|114.5242203153814|70|Nerd Ape Dao #70|Blue|White|Black tee|White Round|Black beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/70
1239|114.50577445058028|680|Nerd Ape Dao #680|Light purple|White|None|Close|Pink beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/680
1240|114.47073794149851|895|Nerd Ape Dao #895|Green mint|Zombie|None|Fasion|Green beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/895
1241|114.46022434209905|738|Nerd Ape Dao #738|Pink|Dark brown|None|Glasses|Newsboy cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/738
1242|114.44568234942592|1255|Nerd Ape Dao #1255|Beige|White|Black tee|Sleepy|Green beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1255
1243|114.4037363053323|638|Nerd Ape Dao #638|Yellow|Dark brown|Dark blue suit|Sleepy|Blue cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/638
1244|114.40150442165022|1083|Nerd Ape Dao #1083|Pink|Tiger|Silverchain|Sleepy|Black top hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1083
1245|114.32085949072712|589|Nerd Ape Dao #589|Yellow|Light brown|Silverchain|Dizzy|Apple|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/589
1246|114.20241939473216|453|Nerd Ape Dao #453|Green mint|Black|None|Glasses|Cowboy hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/453
1247|114.17687912622124|911|Nerd Ape Dao #911|Pink|Cream|Adventure|ETH|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/911
1248|114.16539045369524|220|Nerd Ape Dao #220|Yellow|Cream|Tuxedo|Wide_eyes|Black top hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/220
1249|114.13138466130685|720|Nerd Ape Dao #720|Red|Light brown|Tuxedo|Red Cat|White bucket hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/720
1250|113.99768720862471|208|Nerd Ape Dao #208|Pink|White|Purple hoodie|Fasion|Gold hair|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/208
1251|113.99455311018507|159|Nerd Ape Dao #159|Beige|White|Overalls|Cyberpunk|White bucket hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/159
1252|113.91985895086678|1114|Nerd Ape Dao #1114|Beige|White|Black leather|Dizzy|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1114
1253|113.89785800791374|460|Nerd Ape Dao #460|Red|Gray|White singlet|Heart|Black beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/460
1254|113.7222185726454|64|Nerd Ape Dao #64|Beige|Light brown|White fur|Heart|Blue cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/64
1255|113.5498488174766|585|Nerd Ape Dao #585|Beige|Cream|Tuxedo|White Round|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/585
1256|113.5185577331304|755|Nerd Ape Dao #755|Beige|Cream|Adventure|Square|Biker helmet|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/755
1257|113.48951292115949|325|Nerd Ape Dao #325|Beige|Cream|Tuxedo|Eyepatch|White bucket hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/325
1258|113.44596605448221|226|Nerd Ape Dao #226|Red|Dark brown|None|Cyberpunk|Red bob|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/226
1259|113.437877019264|590|Nerd Ape Dao #590|Yellow|Cream|White singlet|Sleepy|Biker helmet|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/590
1260|113.43225854642478|605|Nerd Ape Dao #605|Yellow|Pink|Tuxedo|Wide_eyes|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/605
1261|113.33897171545982|1043|Nerd Ape Dao #1043|Green mint|Black|Tuxedo|Heart|Propeller cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1043
1262|113.25387043215957|119|Nerd Ape Dao #119|Pink|Tiger|Adventure|Demon|Adventure hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/119
1263|113.13868326594557|1059|Nerd Ape Dao #1059|Pink|Dark brown|Black tee|Wide_eyes|White bucket hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1059
1264|112.74898331681851|973|Nerd Ape Dao #973|Green mint|Pink|Black tee|Cyberpunk|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/973
1265|112.71623041168564|206|Nerd Ape Dao #206|Red|White|Red tee|White Round|Green beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/206
1266|112.68448571976892|1298|Nerd Ape Dao #1298|Pink|Dark brown|Black leather|Faded|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1298
1267|112.53255119732813|799|Nerd Ape Dao #799|Red|Black|Adventure|Oval|Rose headscarf|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/799
1268|112.44702406567525|673|Nerd Ape Dao #673|Green mint|Light brown|Adventure|Round Glasses|Gold hair|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/673
1269|112.43017587639386|295|Nerd Ape Dao #295|Blue|Dark brown|Black tee|Dizzy|Pink beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/295
1270|112.4223615108624|86|Nerd Ape Dao #86|Pink|Black|None|Wide_eyes|Staw hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/86
1271|112.23764649516772|369|Nerd Ape Dao #369|Red|White|Black tee|Oneeye|Black top hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/369
1272|112.13897130480005|798|Nerd Ape Dao #798|Green mint|Dark brown|Silverchain|White Round|Rose headscarf|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/798
1273|112.1125801498547|620|Nerd Ape Dao #620|Red|Light brown|None|Dizzy|White bucket hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/620
1274|112.08869431783481|430|Nerd Ape Dao #430|Yellow|White|Black tee|Demon|Blue cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/430
1275|112.03065495258204|692|Nerd Ape Dao #692|Pink|Gold|Adventure|Black Nerd|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/692
1276|112.01079221789256|448|Nerd Ape Dao #448|Yellow|Red|White singlet|Dizzy|Adventure hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/448
1277|111.97519416483244|1270|Nerd Ape Dao #1270|Yellow|Dark brown|Adventure|Oneeye|Biker helmet|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1270
1278|111.94343248008417|313|Nerd Ape Dao #313|Beige|White|Hawaii|Square|Black top hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/313
1279|111.93963242375409|282|Nerd Ape Dao #282|Green mint|Light brown|Adventure|Hearteye|Blue cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/282
1280|111.93685934436206|1007|Nerd Ape Dao #1007|Red|Water|White singlet|Heart|Adventure hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1007
1281|111.93440971528373|579|Nerd Ape Dao #579|Red|Dark brown|Adventure|X|Blue cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/579
1282|111.87637101194566|909|Nerd Ape Dao #909|Green mint|Light brown|Silverchain|Heart|Pink beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/909
1283|111.66789879675311|642|Nerd Ape Dao #642|Light purple|Cream|Tuxedo|3D|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/642
1284|111.60531983064881|85|Nerd Ape Dao #85|Blue|Light brown|Hawaii|White Round|Cowboy hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/85
1285|111.55516578147872|790|Nerd Ape Dao #790|Pink|Tiger|None|Faded|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/790
1286|111.46543955321259|104|Nerd Ape Dao #104|Beige|Zombie|Adventure|White Round|Newsboy cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/104
1287|111.3938854364366|1322|Nerd Ape Dao #1322|Beige|White|Tuxedo|Black Nerd|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1322
1288|111.3766036301012|1163|Nerd Ape Dao #1163|Light purple|White|Red tee|Oneeye|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1163
1289|111.21257943344422|1098|Nerd Ape Dao #1098|Blue|Dark brown|White fur|Cyberpunk|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1098
1290|111.18336734951755|465|Nerd Ape Dao #465|Pink|Tiger|Hawaii|3D|Adventure hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/465
1291|110.97360135121612|240|Nerd Ape Dao #240|Green mint|White|None|Fasion|Pirate hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/240
1292|110.77892621888753|796|Nerd Ape Dao #796|Light purple|Light brown|White singlet|Cyberpunk|Fastfood|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/796
1293|110.67731019520855|801|Nerd Ape Dao #801|Blue|Dark brown|Red tee|Shy|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/801
1294|110.62691922771756|124|Nerd Ape Dao #124|Red|Dark brown|Silverchain|Glasses|Adventure hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/124
1295|110.56229534762554|415|Nerd Ape Dao #415|Blue|Dark brown|Tuxedo|Faded|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/415
1296|110.45515905502938|245|Nerd Ape Dao #245|Yellow|White|Adventure|Faded|Biker helmet|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/245
1297|110.42410706685659|125|Nerd Ape Dao #125|Light purple|Cream|Hawaii|Sleepy|Fastfood|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/125
1298|110.26462323093118|698|Nerd Ape Dao #698|Light purple|Black|White singlet|Cyberpunk|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/698
1299|110.16520308747467|511|Nerd Ape Dao #511|Beige|Cream|Green jacket|Oneeye|Green beret|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/511
1300|110.15959593678447|602|Nerd Ape Dao #602|Yellow|Cream|None|Hearteye|Adventure hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/602
1301|110.15677332399117|588|Nerd Ape Dao #588|Light purple|Dark brown|Black tee|Heart|White bucket hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/588
1302|110.14270806078842|839|Nerd Ape Dao #839|Pink|White|Silverchain|Shy|Black beanie|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/839
1303|109.87422489933839|1321|Nerd Ape Dao #1321|Blue|Cream|Hawaii|Red Cat|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1321
1304|109.7255347514728|268|Nerd Ape Dao #268|Yellow|Dark brown|Tuxedo|Sleepy|Newsboy cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/268
1305|109.70586033601921|88|Nerd Ape Dao #88|Pink|White|None|Shy|Newsboy cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/88
1306|109.67306953685375|33|Nerd Ape Dao #33|Red|Tiger|White singlet|White Round|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/33
1307|109.6002282653417|740|Nerd Ape Dao #740|Beige|Black|Adventure|Red Cat|Gold hair|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/740
1308|109.35472256742632|762|Nerd Ape Dao #762|Yellow|Dark brown|Red tee|White Round|White bucket hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/762
1309|109.35192967668297|69|Nerd Ape Dao #69|Green mint|Black|Black sleeveless|Fasion|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/69
1310|109.29424120171896|866|Nerd Ape Dao #866|Yellow|Cream|Black sleeveless|Fasion|Blue cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/866
1311|109.16658439599615|595|Nerd Ape Dao #595|Pink|Cream|None|Fasion|Apple|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/595
1312|109.14141842425369|781|Nerd Ape Dao #781|Beige|Dark brown|Tuxedo|Cyberpunk|Green beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/781
1313|109.05583396775592|1344|Nerd Ape Dao #1344|Beige|White|Red tee|Sleepy|Gold hair|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1344
1314|109.0383054953177|652|Nerd Ape Dao #652|Light purple|Cream|Hawaii|Sleepy|Cowboy hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/652
1315|109.03113040256684|561|Nerd Ape Dao #561|Blue|Cream|Silverchain|Glasses|Adventure hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/561
1316|109.01618968567982|859|Nerd Ape Dao #859|Yellow|Black|Silverchain|Fasion|Black beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/859
1317|108.97420353438766|684|Nerd Ape Dao #684|Blue|White|Red tee|3D|Blue cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/684
1318|108.9005980167539|232|Nerd Ape Dao #232|Green mint|Cream|None|Close|Gold hair|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/232
1319|108.88570717711647|717|Nerd Ape Dao #717|Blue|Cream|Black sleeveless|Cyberpunk|Green beret|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/717
1320|108.75571842631142|523|Nerd Ape Dao #523|Pink|White|Red tee|Cyberpunk|Rose headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/523
1321|108.71005398562032|1037|Nerd Ape Dao #1037|Pink|Cream|Tuxedo|Round Glasses|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1037
1322|108.50598247543138|324|Nerd Ape Dao #324|Red|Dark brown|Silverchain|Sleepy|Cowboy hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/324
1323|108.4965555366214|269|Nerd Ape Dao #269|Blue|Dark brown|Red tee|Heart|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/269
1324|108.48817532749308|501|Nerd Ape Dao #501|Yellow|Water|Adventure|White Round|Adventure hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/501
1325|108.41119290909525|612|Nerd Ape Dao #612|Red|White|Black tee|Sleepy|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/612
1326|108.31190965245068|399|Nerd Ape Dao #399|Light purple|Cream|Silverchain|Heart|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/399
1327|108.20987817346916|583|Nerd Ape Dao #583|Green mint|Pink|Adventure|3D|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/583
1328|108.13842248653276|103|Nerd Ape Dao #103|Red|Black|Adventure|Fasion|Pirate hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/103
1329|108.03494167728618|591|Nerd Ape Dao #591|Green mint|Black|None|Fasion|Black top hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/591
1330|107.85198298975081|463|Nerd Ape Dao #463|Yellow|White|White singlet|Fasion|Pink beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/463
1331|107.63241752033045|1157|Nerd Ape Dao #1157|Green mint|Dark brown|None|Heart|Pink beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1157
1332|107.4421788488318|93|Nerd Ape Dao #93|Beige|Dark brown|Hawaii|Square|Green beret|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/93
1333|107.34539358721258|613|Nerd Ape Dao #613|Green mint|Dark brown|White singlet|Dizzy|Green beret|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/613
1334|107.13086436994891|1307|Nerd Ape Dao #1307|Red|Cream|None|Black Nerd|Gold hair|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1307
1335|107.12859296420325|962|Nerd Ape Dao #962|Red|Black|Adventure|Oneeye|Cowboy hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/962
1336|106.89753230799991|68|Nerd Ape Dao #68|Pink|Dark brown|White singlet|White Round|Green beret|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/68
1337|106.73483375100112|370|Nerd Ape Dao #370|Beige|Light brown|Red tee|3D|Adventure hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/370
1338|106.46739337698807|299|Nerd Ape Dao #299|Pink|Light brown|None|Oval|Green beret|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/299
1339|106.45870197570294|87|Nerd Ape Dao #87|Beige|Red|None|Cyberpunk|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/87
1340|106.43818191244374|1232|Nerd Ape Dao #1232|Blue|White|Adventure|Dizzy|Rose headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1232
1341|105.86531866750337|1309|Nerd Ape Dao #1309|Green mint|Cream|Adventure|Fasion|Green beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1309
1342|105.3344510066238|1189|Nerd Ape Dao #1189|Red|Cream|Adventure|Square|Green beret|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1189
1343|105.31651799570463|435|Nerd Ape Dao #435|Green mint|Black|None|Cyberpunk|Staw hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/435
1344|105.170714877991|882|Nerd Ape Dao #882|Pink|Dark brown|White fur|Fasion|Adventure hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/882
1345|104.98988815557965|427|Nerd Ape Dao #427|Pink|Cream|Hawaii|Red Cat|Adventure hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/427
1346|104.81810894254797|456|Nerd Ape Dao #456|Red|Black|Hawaii|Cyberpunk|Blue cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/456
1347|104.54468535289442|436|Nerd Ape Dao #436|Beige|Black|Red tee|Sleepy|Green beret|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/436
1348|104.32088086219122|1279|Nerd Ape Dao #1279|Green mint|Pink|Adventure|Fasion|Blue cap|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1279
1349|103.70433187554616|144|Nerd Ape Dao #144|Yellow|Black|Adventure|Sleepy|Black beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/144
1350|103.58662393062336|30|Nerd Ape Dao #30|Beige|Light brown|White singlet|Heart|Blue cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/30
1351|103.55592095782825|955|Nerd Ape Dao #955|Red|Black|None|Cyberpunk|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/955
1352|103.09238836388408|346|Nerd Ape Dao #346|Beige|Cream|Adventure|Black Nerd|Green beret|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/346
1353|102.99002641998095|791|Nerd Ape Dao #791|Pink|Black|None|Black Nerd|Adventure hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/791
1354|102.54793068328509|563|Nerd Ape Dao #563|Pink|Cream|None|Oneeye|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/563
1355|100.8653460400605|975|Nerd Ape Dao #975|Beige|Dark brown|Adventure|Fasion|Black top hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/975
1356|98.4477078850423|863|Nerd Ape Dao #863|Red|Black|Adventure|Sleepy|Adventure hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/863
